1.057616	0.301989
1.058616	0.302197
1.059616	0.302405
1.060616	0.302614
1.061616	0.302823
1.062616	0.303033
1.063616	0.303243
1.064616	0.303453
1.065616	0.303665
1.066616	0.303876
1.067616	0.304088
1.068616	0.304301
1.069616	0.304514
1.070616	0.303344
1.071616	0.303555
1.072616	0.303767
1.073616	0.30398
1.074616	0.301377
1.075616	0.301585
1.076616	0.301794
1.077616	0.302003
1.078616	0.302213
1.079616	0.302424
1.080616	0.302634
1.081616	0.302846
1.082616	0.303058
1.083616	0.30327
1.084616	0.303483
1.085616	0.303696
1.086616	0.30391
1.087616	0.302622
1.088616	0.302834
1.089616	0.303047
1.090616	0.302753
1.091616	0.302965
1.092616	0.303178
1.093616	0.303392
1.094616	0.303606
1.095616	0.303821
1.096616	0.304036
1.097616	0.304251
1.098616	0.301316
1.099616	0.301526
1.100616	0.301738
1.101616	0.301949
1.102616	0.302162
1.103616	0.302374
1.104616	0.302587
1.105616	0.302801
1.106616	0.303015
1.107616	0.30323
1.108616	0.303445
1.109616	0.30366
1.110616	0.303876
1.111616	0.304093
1.112616	0.30431
1.113616	0.304527
1.114616	0.304745
1.115616	0.304964
1.116616	0.305182
1.117616	0.305402
1.118616	0.305622
1.119616	0.305842
1.120616	0.306063
1.121616	0.306284
1.122616	0.303587
1.123616	0.303804
1.124616	0.301665
1.125616	0.301878
1.126616	0.302093
1.127616	0.302307
1.128616	0.302522
1.129616	0.302738
1.130616	0.302954
1.131616	0.303171
1.132616	0.303387
1.133616	0.303605
1.134616	0.303823
1.135616	0.302802
1.136616	0.303018
1.137616	0.303235
1.138616	0.303453
1.139616	0.303671
1.140616	0.303889
1.141616	0.304108
1.142616	0.304328
1.143616	0.304548
1.144616	0.302841
1.145616	0.303059
1.146616	0.303276
1.147616	0.303495
1.148616	0.303713
1.149616	0.303933
1.150616	0.304152
1.151616	0.304372
1.152616	0.304262
1.153616	0.304483
1.154616	0.304704
1.155616	0.304925
1.156616	0.305147
1.157616	0.305369
1.158616	0.305591
1.159616	0.305815
1.160616	0.306038
1.161616	0.306262
1.162616	0.306487
1.163616	0.306711
1.164616	0.306937
1.165616	0.307163
1.166616	0.307389
1.167616	0.307616
1.168616	0.307843
1.169616	0.30807
1.170616	0.308298
1.171616	0.305656
1.172616	0.30588
1.173616	0.306105
1.174616	0.306329
1.175616	0.306555
1.176616	0.30678
1.177616	0.307007
1.178616	0.307233
1.179616	0.30746
1.180616	0.307688
1.181616	0.307916
1.182616	0.308144
1.183616	0.308373
1.184616	0.308602
1.185616	0.308832
1.186616	0.309062
1.187616	0.309293
1.188616	0.309524
1.189616	0.309755
1.190616	0.309987
1.191616	0.305561
1.192616	0.305786
1.193616	0.306012
1.194616	0.306237
1.195616	0.305676
1.196616	0.305901
1.197616	0.306127
1.198616	0.304762
1.199616	0.304986
1.200616	0.30521
1.201616	0.305435
1.202616	0.30566
1.203616	0.305886
1.204616	0.306112
1.205616	0.30388
1.206616	0.304103
1.207616	0.304326
1.208616	0.30455
1.209616	0.304774
1.210616	0.304998
1.211616	0.305223
1.212616	0.305449
1.213616	0.305674
1.214616	0.3059
1.215616	0.306127
1.216616	0.306354
1.217616	0.306581
1.218616	0.306809
1.219616	0.307037
1.220616	0.307266
1.221616	0.307495
1.222616	0.307724
1.223616	0.307954
1.224616	0.308184
1.225616	0.308415
1.226616	0.308646
1.227616	0.308877
1.228616	0.309109
1.229616	0.309341
1.230616	0.309574
1.231616	0.309807
1.232616	0.31004
1.233616	0.310274
1.234616	0.310508
1.235616	0.310743
1.236616	0.310978
1.237616	0.308745
1.238616	0.308977
1.239616	0.309209
1.240616	0.309442
1.241616	0.309675
1.242616	0.309908
1.243616	0.310142
1.244616	0.310377
1.245616	0.310611
1.246616	0.310846
1.247616	0.311082
1.248616	0.311318
1.249616	0.311554
1.250616	0.311791
1.251616	0.312028
1.252616	0.312266
1.253616	0.312504
1.254616	0.312742
1.255616	0.312981
1.256616	0.31322
1.257616	0.313459
1.258616	0.313699
1.259616	0.31394
1.260616	0.31418
1.261616	0.314422
1.262616	0.314663
1.263616	0.314905
1.264616	0.315147
1.265616	0.31539
1.266616	0.315633
1.267616	0.309705
1.268616	0.30994
1.269616	0.310174
1.270616	0.310409
1.271616	0.310644
1.272616	0.31088
1.273616	0.311116
1.274616	0.311353
1.275616	0.31159
1.276616	0.311827
1.277616	0.312064
1.278616	0.311231
1.279616	0.311468
1.280616	0.311705
1.281616	0.311942
1.282616	0.31218
1.283616	0.312418
1.284616	0.308287
1.285616	0.308519
1.286616	0.308752
1.287616	0.308985
1.288616	0.309218
