wav [Å]	Ti	Fe	Ni	Cu	Cd	W	Pb	Al	Zn	ZnO
2.79	0.768	1.184	2.037	1.007	181.401	2.029	0.377	0.1	0.331	0.406
2.791	0.769	1.185	2.038	1.007	181.466	2.03	0.378	0.1	0.331	0.406
2.792	0.769	1.186	2.038	1.008	181.531	2.031	0.378	0.1	0.332	0.407
2.793	0.769	1.186	2.039	1.008	181.596	2.032	0.378	0.1	0.332	0.407
2.794	0.769	1.187	2.04	1.009	181.661	2.032	0.378	0.1	0.332	0.407
2.795	0.77	1.188	2.041	1.009	181.726	2.033	0.378	0.1	0.332	0.407
2.796	0.77	1.189	2.042	1.01	181.791	2.034	0.378	0.1	0.332	0.397
2.797	0.77	1.189	2.043	1.01	181.856	2.035	0.379	0.1	0.332	0.397
2.798	0.77	1.19	2.044	1.011	181.921	2.035	0.379	0.1	0.333	0.397
2.799	0.771	1.191	2.044	1.011	181.986	2.036	0.379	0.1	0.333	0.397
2.8	0.771	1.191	2.045	1.011	182.051	2.037	0.379	0.101	0.333	0.397
2.801	0.771	1.192	2.046	1.012	182.116	2.038	0.379	0.101	0.333	0.398
2.802	0.771	1.193	2.047	1.012	182.181	2.038	0.379	0.101	0.333	0.398
2.803	0.772	1.193	2.048	1.013	182.246	2.039	0.38	0.101	0.334	0.398
2.804	0.772	1.194	2.049	1.013	182.311	2.04	0.38	0.101	0.334	0.398
2.805	0.772	1.195	2.05	1.014	182.376	2.04	0.38	0.101	0.334	0.398
2.806	0.772	1.195	2.051	1.014	182.441	2.041	0.38	0.101	0.334	0.399
2.807	0.773	1.196	2.051	1.015	182.506	2.042	0.38	0.101	0.334	0.399
2.808	0.773	1.197	2.052	1.015	182.571	2.043	0.38	0.101	0.334	0.399
2.809	0.773	1.197	2.053	1.016	182.636	2.043	0.38	0.101	0.335	0.399
2.81	0.773	1.198	2.054	1.016	182.696	2.044	0.381	0.101	0.335	0.4
2.811	0.774	1.199	2.055	1.017	182.761	2.045	0.381	0.101	0.335	0.4
2.812	0.774	1.199	2.056	1.017	182.826	2.046	0.381	0.101	0.335	0.4
2.813	0.774	1.2	2.057	1.018	182.891	2.046	0.381	0.101	0.335	0.4
2.814	0.774	1.201	2.058	1.018	182.956	2.047	0.381	0.101	0.335	0.4
2.815	0.774	1.201	2.058	1.019	183.021	2.048	0.381	0.101	0.336	0.401
2.816	0.775	1.202	2.059	1.019	183.086	2.049	0.382	0.101	0.336	0.401
2.817	0.775	1.203	2.06	1.02	183.151	2.049	0.382	0.102	0.336	0.401
2.818	0.775	1.204	2.061	1.02	183.216	2.05	0.382	0.102	0.336	0.401
2.819	0.775	1.204	2.062	1.021	183.281	2.051	0.382	0.102	0.336	0.401
2.82	0.776	1.205	2.063	1.021	183.346	2.051	0.382	0.102	0.336	0.353
2.821	0.776	1.206	2.064	1.021	183.411	2.052	0.382	0.102	0.337	0.353
2.822	0.776	1.206	2.064	1.022	183.476	2.053	0.383	0.102	0.337	0.354
2.823	0.776	1.207	2.065	1.022	183.541	2.054	0.383	0.102	0.337	0.354
2.824	0.777	1.208	2.066	1.023	183.606	2.054	0.383	0.102	0.337	0.354
2.825	0.777	1.208	2.067	1.023	183.671	2.055	0.383	0.102	0.337	0.354
2.826	0.777	1.209	2.068	1.024	183.736	2.056	0.383	0.102	0.338	0.354
2.827	0.777	1.21	2.069	1.024	183.801	2.057	0.383	0.102	0.338	0.354
2.828	0.778	1.21	2.07	1.025	183.866	2.057	0.384	0.102	0.338	0.355
2.829	0.778	1.211	2.071	1.025	183.931	2.058	0.384	0.102	0.338	0.355
2.83	0.778	1.212	2.071	1.026	183.996	2.059	0.384	0.102	0.338	0.355
2.831	0.778	1.212	2.072	1.026	184.061	2.06	0.384	0.102	0.338	0.355
2.832	0.779	1.213	2.073	1.027	184.126	2.06	0.384	0.102	0.339	0.355
2.833	0.779	1.214	2.074	1.027	184.191	2.061	0.384	0.102	0.339	0.356
2.834	0.779	1.215	2.075	1.028	184.256	2.062	0.385	0.103	0.339	0.356
2.835	0.779	1.215	2.076	1.028	184.321	2.063	0.385	0.103	0.339	0.356
2.836	0.78	1.216	2.077	1.029	184.385	2.063	0.385	0.103	0.339	0.356
2.837	0.78	1.217	2.078	1.029	184.45	2.064	0.385	0.103	0.339	0.356
2.838	0.78	1.217	2.078	1.03	184.515	2.065	0.385	0.103	0.34	0.356
2.839	0.78	1.218	2.079	1.03	184.58	2.065	0.385	0.103	0.34	0.357
2.84	0.781	1.219	2.08	1.031	184.645	2.066	0.386	0.103	0.34	0.357
2.841	0.781	1.219	2.081	1.031	184.71	2.067	0.386	0.103	0.34	0.357
2.842	0.781	1.22	2.082	1.032	184.775	2.068	0.386	0.103	0.34	0.357
2.843	0.781	1.221	2.083	1.032	184.84	2.068	0.386	0.103	0.34	0.357
2.844	0.782	1.221	2.084	1.033	184.905	2.069	0.386	0.103	0.341	0.357
2.845	0.782	1.222	2.085	1.033	184.97	2.07	0.386	0.103	0.341	0.358
2.846	0.782	1.223	2.086	1.033	185.035	2.071	0.387	0.103	0.341	0.358
2.847	0.782	1.223	2.086	1.034	185.1	2.071	0.387	0.103	0.341	0.358
2.848	0.783	1.224	2.087	1.034	185.165	2.072	0.387	0.103	0.341	0.358
2.849	0.783	1.225	2.088	1.035	185.23	2.073	0.387	0.103	0.342	0.358
2.85	0.783	1.226	2.089	1.035	185.295	2.074	0.387	0.103	0.342	0.359
2.851	0.783	1.226	2.09	1.036	185.36	2.074	0.387	0.104	0.342	0.359
2.852	0.783	1.227	2.091	1.036	185.425	2.075	0.388	0.104	0.342	0.359
2.853	0.784	1.228	2.092	1.037	185.49	2.076	0.388	0.104	0.342	0.359
2.854	0.784	1.228	2.093	1.037	185.555	2.076	0.388	0.104	0.342	0.359
2.855	0.784	1.229	2.093	1.038	185.62	2.077	0.388	0.104	0.343	0.359
2.856	0.784	1.23	2.094	1.038	185.685	2.078	0.388	0.104	0.343	0.36
2.857	0.785	1.23	2.095	1.039	185.75	2.079	0.388	0.104	0.343	0.36
2.858	0.785	1.231	2.096	1.039	185.815	2.079	0.362	0.104	0.343	0.36
2.859	0.785	1.232	2.097	1.04	185.88	2.08	0.362	0.104	0.343	0.36
2.86	0.785	1.232	2.098	1.04	185.945	2.081	0.362	0.104	0.343	0.36
2.861	0.786	1.233	2.099	1.041	186.01	2.082	0.362	0.104	0.344	0.36
2.862	0.786	1.234	2.1	1.041	186.075	2.082	0.363	0.104	0.344	0.361
2.863	0.786	1.235	2.101	1.042	186.14	2.083	0.363	0.104	0.344	0.361
2.864	0.786	1.235	2.101	1.042	186.205	2.084	0.363	0.079	0.344	0.361
2.865	0.787	1.236	2.102	1.043	186.27	2.085	0.363	0.079	0.344	0.361
2.866	0.787	1.237	2.103	1.043	186.335	2.085	0.363	0.079	0.345	0.361
2.867	0.787	1.026	2.104	1.044	186.4	2.086	0.363	0.079	0.345	0.361
2.868	0.787	1.026	2.105	1.044	186.465	2.087	0.363	0.079	0.345	0.362
2.869	0.788	1.027	2.106	1.045	186.53	2.088	0.364	0.079	0.345	0.362
2.87	0.788	1.027	2.107	1.045	186.595	2.088	0.364	0.079	0.345	0.362
2.871	0.788	1.028	2.108	1.046	186.66	2.089	0.364	0.079	0.345	0.362
2.872	0.788	1.028	2.108	1.046	186.725	2.09	0.364	0.079	0.346	0.362
2.873	0.789	1.029	2.109	1.047	186.79	2.09	0.364	0.079	0.346	0.363
2.874	0.789	1.029	2.11	1.047	186.855	2.091	0.364	0.079	0.346	0.363
2.875	0.789	1.03	2.111	1.048	186.92	2.092	0.365	0.079	0.346	0.363
2.876	0.789	1.031	2.112	1.048	186.985	2.093	0.365	0.079	0.346	0.363
2.877	0.79	1.031	2.113	1.048	187.05	2.093	0.365	0.079	0.346	0.363
2.878	0.79	1.032	2.114	1.049	187.115	2.094	0.365	0.079	0.347	0.363
2.879	0.79	1.032	2.115	1.049	187.18	2.095	0.365	0.079	0.347	0.364
2.88	0.79	1.033	2.116	1.05	187.245	2.096	0.365	0.079	0.347	0.364
2.881	0.791	1.033	2.116	1.05	187.31	2.096	0.365	0.079	0.347	0.364
2.882	0.791	1.034	2.117	1.051	187.375	2.097	0.366	0.079	0.347	0.364
2.883	0.791	1.034	2.118	1.051	187.44	2.098	0.366	0.08	0.348	0.364
2.884	0.791	1.035	2.119	1.052	187.505	2.099	0.366	0.08	0.348	0.365
2.885	0.792	1.035	2.12	1.052	187.57	2.099	0.366	0.08	0.348	0.365
2.886	0.792	1.036	2.121	1.053	187.635	2.1	0.366	0.08	0.348	0.365
2.887	0.792	1.037	2.122	1.053	187.7	2.101	0.366	0.08	0.348	0.365
2.888	0.792	1.037	2.123	1.054	187.765	2.102	0.366	0.08	0.348	0.365
2.889	0.793	1.038	2.124	1.054	187.83	2.102	0.367	0.08	0.349	0.365
2.89	0.793	1.038	2.124	1.055	187.895	2.103	0.367	0.08	0.349	0.366
2.891	0.793	1.039	2.125	1.055	187.96	2.104	0.367	0.08	0.349	0.366
2.892	0.793	1.039	2.126	1.056	188.025	2.104	0.367	0.08	0.349	0.366
2.893	0.793	1.04	2.127	1.056	188.09	2.105	0.367	0.08	0.349	0.366
2.894	0.794	1.04	2.128	1.057	188.155	2.106	0.367	0.08	0.35	0.366
2.895	0.794	1.041	2.129	1.057	188.22	2.107	0.368	0.08	0.35	0.366
2.896	0.794	1.042	2.13	1.058	188.285	2.107	0.368	0.08	0.35	0.367
2.897	0.794	1.042	2.131	1.058	188.35	2.108	0.368	0.08	0.35	0.367
2.898	0.795	1.043	2.132	1.059	188.415	2.109	0.368	0.08	0.35	0.367
2.899	0.795	1.043	2.133	1.059	188.48	2.11	0.368	0.08	0.35	0.367
2.9	0.795	1.044	2.133	1.06	188.545	2.11	0.368	0.08	0.351	0.367
2.901	0.795	1.044	2.134	1.06	188.61	2.111	0.368	0.08	0.351	0.368
2.902	0.796	1.045	2.135	1.061	188.675	2.112	0.369	0.08	0.351	0.354
2.903	0.796	1.045	2.136	1.061	188.74	2.113	0.369	0.08	0.351	0.355
2.904	0.796	1.046	2.137	1.062	188.805	2.113	0.369	0.08	0.351	0.355
2.905	0.796	1.047	2.138	1.062	188.87	2.114	0.369	0.08	0.351	0.355
2.906	0.797	1.047	2.139	1.063	188.935	2.115	0.369	0.08	0.352	0.355
2.907	0.797	1.048	2.14	1.063	189	2.116	0.369	0.081	0.352	0.355
2.908	0.797	1.048	2.141	1.064	189.065	2.116	0.369	0.081	0.352	0.355
2.909	0.797	1.049	2.141	1.064	189.13	2.117	0.37	0.081	0.352	0.356
2.91	0.798	1.049	2.142	1.065	189.195	2.118	0.37	0.081	0.352	0.356
2.911	0.798	1.05	2.143	1.065	189.26	2.118	0.37	0.081	0.353	0.356
2.912	0.798	1.05	2.144	1.066	189.325	2.119	0.37	0.081	0.353	0.356
2.913	0.798	1.051	2.145	1.066	189.39	2.12	0.37	0.081	0.353	0.356
2.914	0.799	1.052	2.146	1.067	189.455	2.121	0.37	0.081	0.353	0.357
2.915	0.799	1.052	2.147	1.067	189.52	2.121	0.371	0.081	0.353	0.357
2.916	0.799	1.053	2.148	1.068	189.585	2.122	0.371	0.081	0.353	0.357
2.917	0.799	1.053	2.149	1.068	189.65	2.123	0.371	0.081	0.354	0.357
2.918	0.8	1.054	2.15	1.069	189.715	2.124	0.371	0.081	0.354	0.357
2.919	0.8	1.054	2.15	1.069	189.78	2.124	0.371	0.081	0.354	0.357
2.92	0.8	1.055	2.151	1.07	189.845	2.125	0.371	0.081	0.354	0.358
2.921	0.8	1.055	2.152	1.07	189.91	2.126	0.371	0.081	0.354	0.358
2.922	0.801	1.056	2.153	1.07	189.975	2.127	0.372	0.081	0.355	0.358
2.923	0.801	1.057	2.154	1.071	190.04	2.127	0.372	0.081	0.355	0.358
2.924	0.801	1.057	2.155	1.071	190.105	2.128	0.372	0.081	0.355	0.358
2.925	0.801	1.058	2.156	1.072	190.169	2.129	0.372	0.081	0.355	0.358
2.926	0.802	1.058	2.157	1.072	190.234	2.13	0.372	0.081	0.355	0.359
2.927	0.802	1.059	2.158	1.073	190.299	2.13	0.372	0.081	0.355	0.359
2.928	0.802	1.059	2.159	1.073	190.364	2.131	0.373	0.081	0.356	0.359
2.929	0.802	1.06	2.159	1.074	190.429	2.132	0.373	0.081	0.356	0.359
2.93	0.803	1.06	2.16	1.074	190.494	2.133	0.373	0.081	0.356	0.359
2.931	0.803	1.061	2.161	1.075	190.559	2.133	0.373	0.082	0.356	0.359
2.932	0.803	1.062	2.162	1.075	190.624	2.134	0.373	0.082	0.356	0.36
2.933	0.803	1.062	2.163	1.076	190.689	2.135	0.373	0.082	0.357	0.36
2.934	0.804	1.063	2.164	1.076	190.754	2.135	0.373	0.082	0.357	0.36
2.935	0.804	1.063	2.165	1.077	190.819	2.136	0.374	0.082	0.357	0.36
2.936	0.804	1.064	2.166	1.077	190.884	2.137	0.374	0.082	0.357	0.36
2.937	0.804	1.064	2.167	1.078	190.949	2.138	0.374	0.082	0.357	0.36
2.938	0.805	1.065	2.168	1.078	191.014	2.138	0.374	0.082	0.357	0.361
2.939	0.805	1.066	2.169	1.079	191.079	2.139	0.374	0.082	0.358	0.361
2.94	0.805	1.066	2.169	1.079	191.144	2.14	0.374	0.082	0.358	0.361
2.941	0.805	1.067	2.17	1.08	191.209	2.141	0.375	0.082	0.358	0.361
2.942	0.805	1.067	2.171	1.08	191.274	2.141	0.375	0.082	0.358	0.361
2.943	0.806	1.068	2.172	1.081	191.339	2.142	0.375	0.082	0.358	0.362
2.944	0.806	1.068	2.173	1.081	191.404	2.143	0.375	0.082	0.359	0.362
2.945	0.806	1.069	2.174	1.082	191.469	2.144	0.375	0.082	0.359	0.362
2.946	0.806	1.069	2.175	1.082	191.534	2.144	0.375	0.082	0.359	0.362
2.947	0.807	1.07	2.176	1.083	191.599	2.145	0.376	0.082	0.359	0.362
2.948	0.807	1.071	2.177	1.083	191.664	2.146	0.376	0.082	0.359	0.362
2.949	0.807	1.071	2.178	1.084	191.729	2.147	0.376	0.082	0.359	0.363
2.95	0.807	1.072	2.178	1.084	191.794	2.147	0.376	0.082	0.36	0.363
2.951	0.795	1.072	2.179	1.085	191.859	2.148	0.376	0.082	0.36	0.363
2.952	0.795	1.073	2.18	1.085	191.924	2.149	0.376	0.082	0.36	0.363
2.953	0.795	1.073	2.181	1.086	191.989	2.15	0.376	0.082	0.36	0.363
2.954	0.795	1.074	2.182	1.086	192.054	2.15	0.377	0.083	0.36	0.363
2.955	0.796	1.075	2.183	1.087	192.119	2.151	0.377	0.083	0.361	0.364
2.956	0.796	1.075	2.184	1.087	192.184	2.152	0.377	0.083	0.361	0.364
2.957	0.796	1.076	2.185	1.088	192.249	2.152	0.377	0.083	0.361	0.364
2.958	0.796	1.076	2.186	1.088	192.314	2.153	0.377	0.083	0.361	0.364
2.959	0.797	1.077	2.187	1.089	192.379	2.154	0.377	0.083	0.361	0.364
2.96	0.797	1.077	2.188	1.089	192.444	2.155	0.378	0.083	0.361	0.365
2.961	0.797	1.078	2.188	1.09	192.509	2.155	0.378	0.083	0.362	0.365
2.962	0.797	1.078	2.189	1.09	192.574	2.156	0.378	0.083	0.362	0.365
2.963	0.798	1.079	2.19	1.091	192.639	2.157	0.378	0.083	0.362	0.365
2.964	0.798	1.08	2.191	1.091	192.704	2.158	0.378	0.083	0.362	0.365
2.965	0.798	1.08	2.192	1.092	192.769	2.158	0.378	0.083	0.362	0.365
2.966	0.798	1.081	2.193	1.092	192.834	2.159	0.379	0.083	0.363	0.366
2.967	0.798	1.081	2.194	1.093	192.899	2.16	0.379	0.083	0.363	0.366
2.968	0.799	1.082	2.195	1.093	192.964	2.161	0.379	0.083	0.363	0.366
2.969	0.799	1.082	2.196	1.094	193.029	2.161	0.379	0.083	0.363	0.366
2.97	0.799	1.083	2.197	1.094	193.094	2.162	0.379	0.083	0.363	0.366
2.971	0.799	1.084	2.198	1.095	193.159	2.163	0.379	0.083	0.363	0.366
2.972	0.8	1.084	2.199	1.095	193.224	2.164	0.379	0.083	0.364	0.367
2.973	0.8	1.085	2.199	1.096	193.289	2.164	0.38	0.083	0.364	0.367
2.974	0.8	1.085	2.2	1.096	193.354	2.165	0.38	0.083	0.364	0.367
2.975	0.8	1.086	2.201	1.097	193.419	2.166	0.38	0.083	0.364	0.367
2.976	0.801	1.086	2.202	1.097	193.484	2.167	0.38	0.083	0.364	0.367
2.977	0.801	1.087	2.203	1.098	193.549	2.167	0.38	0.084	0.365	0.368
2.978	0.801	1.088	2.204	1.098	193.614	2.168	0.38	0.084	0.365	0.368
2.979	0.801	1.088	2.205	1.099	193.679	2.169	0.381	0.084	0.365	0.368
2.98	0.802	1.089	2.206	1.099	193.726	2.17	0.381	0.084	0.365	0.368
2.981	0.802	1.089	2.207	1.1	193.791	2.17	0.381	0.084	0.365	0.368
2.982	0.802	1.09	2.208	1.1	193.856	2.171	0.381	0.084	0.366	0.368
2.983	0.802	1.09	2.209	1.101	193.921	2.172	0.381	0.084	0.366	0.369
2.984	0.802	1.091	2.209	1.101	193.986	2.172	0.381	0.084	0.366	0.369
2.985	0.803	1.092	2.21	1.102	194.051	2.173	0.287	0.084	0.366	0.293
2.986	0.803	1.092	2.211	1.102	194.116	2.174	0.287	0.084	0.366	0.294
2.987	0.803	1.093	2.212	1.103	194.181	2.175	0.287	0.084	0.366	0.294
2.988	0.803	1.093	2.213	1.103	194.246	2.175	0.287	0.084	0.367	0.294
2.989	0.804	1.094	2.214	1.104	194.311	2.176	0.287	0.084	0.367	0.294
2.99	0.804	1.094	2.215	1.104	194.376	2.177	0.287	0.084	0.367	0.294
2.991	0.804	1.095	2.216	1.105	194.441	2.178	0.287	0.084	0.367	0.294
2.992	0.804	1.096	2.217	1.105	194.506	2.178	0.288	0.084	0.367	0.294
2.993	0.805	1.096	2.218	1.106	194.571	2.179	0.288	0.084	0.368	0.294
2.994	0.805	1.097	2.219	1.106	194.636	2.18	0.288	0.084	0.368	0.295
2.995	0.805	1.097	2.22	1.107	194.701	2.181	0.288	0.084	0.368	0.295
2.996	0.805	1.098	2.221	1.107	194.766	2.181	0.288	0.084	0.368	0.295
2.997	0.806	1.098	2.221	1.108	194.831	2.182	0.288	0.084	0.368	0.295
2.998	0.806	1.099	2.222	1.108	194.896	2.183	0.288	0.084	0.368	0.295
2.999	0.806	1.1	2.223	1.109	194.961	2.184	0.288	0.084	0.369	0.295
3	0.806	1.1	2.224	1.109	195.026	2.184	0.288	0.085	0.369	0.295
3.001	0.807	1.101	2.225	1.11	195.091	2.185	0.288	0.085	0.369	0.295
3.002	0.807	1.101	2.226	1.11	195.156	2.186	0.289	0.085	0.369	0.296
3.003	0.807	1.102	2.227	1.111	195.221	2.187	0.289	0.085	0.369	0.296
3.004	0.807	1.102	2.228	1.111	195.286	2.187	0.289	0.085	0.37	0.296
3.005	0.807	1.103	2.229	1.112	195.351	2.188	0.289	0.085	0.37	0.296
3.006	0.808	1.104	2.23	1.112	195.416	2.189	0.289	0.085	0.37	0.296
3.007	0.808	1.104	2.231	1.113	195.481	2.19	0.289	0.085	0.37	0.296
3.008	0.808	1.105	2.232	1.113	195.546	2.19	0.289	0.085	0.37	0.296
3.009	0.808	1.105	2.232	1.114	195.611	2.191	0.289	0.085	0.371	0.297
3.01	0.809	1.106	2.233	1.114	195.676	2.192	0.289	0.085	0.371	0.297
3.011	0.809	1.106	2.234	1.115	195.741	2.192	0.289	0.085	0.371	0.297
3.012	0.809	1.107	2.235	1.115	195.806	2.193	0.29	0.085	0.371	0.297
3.013	0.809	1.108	2.236	1.116	195.871	2.194	0.29	0.085	0.371	0.297
3.014	0.81	1.108	2.237	1.116	195.936	2.195	0.29	0.085	0.371	0.297
3.015	0.81	1.109	2.238	1.117	196.001	2.195	0.29	0.085	0.372	0.297
3.016	0.81	1.109	2.239	1.117	196.066	2.196	0.29	0.085	0.372	0.297
3.017	0.81	1.11	2.24	1.118	196.131	2.197	0.29	0.085	0.372	0.298
3.018	0.811	1.11	2.241	1.118	196.196	2.198	0.29	0.085	0.372	0.298
3.019	0.811	1.111	2.242	1.119	196.261	2.198	0.29	0.085	0.372	0.298
3.02	0.811	1.112	2.243	1.119	196.326	2.199	0.29	0.085	0.373	0.298
3.021	0.811	1.112	2.244	1.12	196.391	2.2	0.29	0.085	0.373	0.298
3.022	0.812	1.113	2.245	1.12	196.456	2.201	0.291	0.085	0.373	0.298
3.023	0.812	1.113	2.245	1.121	196.521	2.201	0.291	0.086	0.373	0.298
3.024	0.812	1.114	2.246	1.121	196.586	2.202	0.291	0.086	0.373	0.298
3.025	0.812	1.114	2.247	1.122	196.651	2.203	0.291	0.086	0.373	0.299
3.026	0.812	1.115	2.248	1.122	196.716	2.204	0.291	0.086	0.374	0.299
3.027	0.813	1.116	2.249	1.123	196.781	2.204	0.291	0.086	0.374	0.299
3.028	0.813	1.116	2.25	1.123	196.846	2.205	0.291	0.086	0.374	0.299
3.029	0.813	1.117	2.251	1.124	196.911	2.206	0.291	0.086	0.374	0.299
3.03	0.813	1.117	2.252	1.124	196.976	2.207	0.291	0.086	0.374	0.299
3.031	0.814	1.118	2.253	1.125	197.04	2.207	0.291	0.086	0.375	0.299
3.032	0.814	1.119	2.254	1.125	197.105	2.208	0.292	0.086	0.375	0.299
3.033	0.814	1.119	2.255	1.126	197.17	2.209	0.292	0.086	0.375	0.3
3.034	0.814	1.12	2.256	1.126	197.235	2.21	0.292	0.086	0.375	0.3
3.035	0.815	1.12	2.257	1.127	197.3	2.21	0.292	0.086	0.375	0.3
3.036	0.815	1.121	2.258	1.127	197.365	2.211	0.292	0.086	0.376	0.3
3.037	0.815	1.121	2.258	1.128	197.43	2.212	0.292	0.086	0.376	0.3
3.038	0.815	1.122	2.259	1.128	197.495	2.213	0.292	0.086	0.376	0.3
3.039	0.816	1.123	2.26	1.129	197.56	2.213	0.292	0.086	0.376	0.3
3.04	0.816	1.123	2.261	1.13	197.625	2.214	0.292	0.086	0.376	0.301
3.041	0.816	1.124	2.262	1.13	197.69	2.215	0.292	0.086	0.376	0.301
3.042	0.816	1.124	2.263	1.131	197.755	2.216	0.293	0.086	0.377	0.301
3.043	0.817	1.125	2.264	1.131	197.82	2.216	0.293	0.086	0.377	0.301
3.044	0.817	1.125	2.265	1.132	197.885	2.217	0.293	0.086	0.377	0.301
3.045	0.817	1.126	2.266	1.132	197.95	2.218	0.293	0.086	0.377	0.301
3.046	0.817	1.127	2.267	1.133	198.015	2.218	0.293	0.087	0.377	0.301
3.047	0.817	1.127	2.268	1.133	198.08	2.219	0.293	0.087	0.378	0.301
3.048	0.818	1.128	2.269	1.134	198.145	2.22	0.293	0.087	0.378	0.302
3.049	0.818	1.128	2.27	1.134	198.21	2.221	0.293	0.087	0.378	0.302
3.05	0.818	1.129	2.271	1.135	198.275	2.221	0.293	0.087	0.378	0.302
3.051	0.818	1.13	2.272	1.135	198.34	2.222	0.293	0.087	0.378	0.302
3.052	0.819	1.13	2.272	1.136	198.405	2.223	0.294	0.087	0.379	0.302
3.053	0.819	1.131	2.273	1.136	198.47	2.224	0.294	0.087	0.379	0.302
3.054	0.819	1.131	2.274	1.137	198.535	2.224	0.294	0.087	0.379	0.302
3.055	0.819	1.132	2.275	1.137	198.6	2.225	0.294	0.087	0.379	0.302
3.056	0.82	1.132	2.276	1.138	198.665	2.226	0.294	0.087	0.379	0.303
3.057	0.82	1.133	2.277	1.138	198.73	2.227	0.294	0.087	0.38	0.303
3.058	0.82	1.134	2.278	1.139	198.795	2.227	0.294	0.087	0.38	0.303
3.059	0.82	1.134	2.279	1.139	198.86	2.228	0.294	0.087	0.38	0.303
3.06	0.821	1.135	2.28	1.14	198.925	2.229	0.294	0.087	0.38	0.303
3.061	0.821	1.135	2.281	1.14	198.99	2.23	0.294	0.087	0.38	0.303
3.062	0.821	1.136	2.282	1.141	199.055	2.23	0.295	0.087	0.38	0.303
3.063	0.821	1.136	2.283	1.141	199.12	2.231	0.295	0.087	0.381	0.304
3.064	0.822	1.137	2.284	1.142	199.185	2.232	0.295	0.087	0.381	0.304
3.065	0.822	1.138	2.285	1.142	199.25	2.233	0.295	0.087	0.381	0.304
3.066	0.822	1.138	2.286	1.143	199.315	2.233	0.295	0.087	0.381	0.304
3.067	0.822	1.139	2.286	1.143	199.38	2.234	0.295	0.087	0.381	0.304
3.068	0.822	1.139	2.287	1.144	199.445	2.235	0.295	0.088	0.382	0.304
3.069	0.823	1.14	2.288	1.144	199.51	2.236	0.295	0.088	0.382	0.304
3.07	0.823	1.141	2.289	1.145	199.575	2.236	0.295	0.088	0.382	0.304
3.071	0.823	1.141	2.29	1.145	199.64	2.237	0.296	0.088	0.382	0.305
3.072	0.823	1.142	2.291	1.146	199.705	2.238	0.296	0.088	0.382	0.305
3.073	0.824	1.142	2.292	1.146	199.77	2.239	0.296	0.088	0.383	0.305
3.074	0.824	1.143	2.293	1.147	199.835	2.239	0.296	0.088	0.383	0.305
3.075	0.824	1.144	2.294	1.147	199.9	2.24	0.296	0.088	0.383	0.305
3.076	0.824	1.144	2.295	1.148	199.965	2.241	0.296	0.088	0.383	0.305
3.077	0.825	1.145	2.296	1.148	200.03	2.242	0.296	0.088	0.383	0.305
3.078	0.825	1.145	2.297	1.149	200.095	2.242	0.296	0.088	0.383	0.306
3.079	0.825	1.146	2.298	1.149	200.16	2.243	0.296	0.088	0.384	0.306
3.08	0.825	1.146	2.299	1.15	200.225	2.244	0.296	0.088	0.384	0.306
3.081	0.826	1.147	2.3	1.15	200.29	2.245	0.297	0.088	0.384	0.306
3.082	0.826	1.148	2.301	1.151	200.355	2.245	0.297	0.088	0.384	0.306
3.083	0.826	1.148	2.302	1.151	200.42	2.246	0.297	0.088	0.384	0.306
3.084	0.826	1.149	2.302	1.152	200.485	2.247	0.297	0.088	0.385	0.306
3.085	0.827	1.149	2.303	1.153	200.55	2.247	0.297	0.088	0.385	0.306
3.086	0.827	1.15	2.304	1.153	200.615	2.248	0.297	0.088	0.385	0.307
3.087	0.827	1.151	2.305	1.154	200.68	2.249	0.297	0.088	0.385	0.307
3.088	0.827	1.151	2.306	1.154	200.744	2.25	0.297	0.088	0.385	0.307
3.089	0.828	1.152	2.307	1.155	200.809	2.25	0.297	0.088	0.386	0.307
3.09	0.828	1.152	2.308	1.155	200.874	2.251	0.298	0.089	0.386	0.307
3.091	0.828	1.153	2.309	1.156	200.939	2.252	0.298	0.089	0.386	0.307
3.092	0.828	1.153	2.31	1.156	201.004	2.253	0.298	0.089	0.386	0.307
3.093	0.828	1.154	2.311	1.157	201.069	2.253	0.298	0.089	0.386	0.308
3.094	0.829	1.155	2.312	1.157	201.134	2.254	0.298	0.089	0.387	0.308
3.095	0.829	1.155	2.313	1.158	201.199	2.255	0.298	0.089	0.387	0.308
3.096	0.829	1.156	2.314	1.158	201.264	2.256	0.298	0.089	0.387	0.308
3.097	0.829	1.156	2.315	1.159	201.329	2.256	0.298	0.089	0.387	0.308
3.098	0.83	1.157	2.316	1.159	201.394	2.257	0.298	0.089	0.387	0.308
3.099	0.83	1.158	2.317	1.16	201.459	2.258	0.298	0.089	0.388	0.308
3.1	0.83	1.158	2.318	1.16	201.524	2.259	0.299	0.089	0.388	0.308
3.101	0.83	1.159	2.319	1.161	201.589	2.259	0.299	0.089	0.388	0.309
3.102	0.831	1.159	2.319	1.161	201.654	2.26	0.299	0.089	0.388	0.309
3.103	0.831	1.16	2.32	1.162	201.719	2.261	0.299	0.089	0.388	0.309
3.104	0.831	1.161	2.321	1.162	201.784	2.262	0.299	0.089	0.388	0.309
3.105	0.831	1.161	2.322	1.163	201.849	2.262	0.299	0.089	0.389	0.309
3.106	0.832	1.162	2.323	1.163	201.914	2.263	0.299	0.089	0.389	0.309
