75.00, 6.457356, 6.590294, 8.151538, 8.450499, 8.961999, 4.169933, 0.170340, 3.992645, 3.494274
76.00, 6.237672, 6.367735, 7.879507, 8.168166, 8.660832, 4.024851, 0.169479, 3.861593, 3.379475
77.00, 6.028161, 6.155315, 7.619935, 7.898774, 8.373527, 3.886712, 0.168640, 3.736644, 3.270050
78.00, 5.828238, 5.952424, 7.372099, 7.641572, 8.099278, 3.755106, 0.167822, 3.617444, 3.165686
79.00, 5.637354, 5.758495, 7.135329, 7.395864, 7.837335, 3.629653, 0.167023, 3.503665, 3.066093
80.00, 5.455000, 5.573000, 6.909000, 7.161000, 7.587000, 3.510000, 0.166241, 3.395000, 2.971000
81.00, 5.280564, 5.395403, 6.690737, 6.935748, 7.351020, 3.395678, 0.165481, 3.291177, 2.880189
82.00, 5.113513, 5.225256, 6.481969, 6.720227, 7.125014, 3.286283, 0.164743, 3.191931, 2.793436
83.00, 4.953492, 5.062211, 6.282136, 6.513888, 6.908502, 3.181586, 0.164027, 3.096996, 2.710491
84.00, 4.800166, 4.905933, 6.090727, 6.316222, 6.701021, 3.081365, 0.163331, 3.006122, 2.631121
85.00, 4.653215, 4.756107, 5.907272, 6.126761, 6.502129, 2.985411, 0.162654, 2.919078, 2.555112
86.00, 4.512335, 4.612430, 5.731342, 5.945069, 6.311400, 2.893523, 0.161994, 2.835646, 2.482267
87.00, 4.377240, 4.474616, 5.562541, 5.770744, 6.128425, 2.805509, 0.161351, 2.755625, 2.412402
88.00, 4.247655, 4.342392, 5.400504, 5.603408, 5.952818, 2.721189, 0.160723, 2.678824, 2.345348
89.00, 4.123321, 4.215499, 5.244894, 5.442712, 5.784207, 2.640387, 0.160109, 2.605067, 2.280945
90.00, 4.003993, 4.093690, 5.095396, 5.288330, 5.622239, 2.562941, 0.159509, 2.534189, 2.219048
91.00, 3.889435, 3.976731, 4.951719, 5.139955, 5.466579, 2.488692, 0.158921, 2.466034, 2.159521
92.00, 3.779428, 3.864399, 4.813592, 4.997301, 5.316909, 2.417492, 0.158345, 2.400457, 2.102235
93.00, 3.673759, 3.756482, 4.680761, 4.860102, 5.172926, 2.349198, 0.157779, 2.337322, 2.047074
94.00, 3.572230, 3.652780, 4.552988, 4.728103, 5.034342, 2.283676, 0.157224, 2.276503, 1.993927
95.00, 3.474650, 3.553101, 4.430052, 4.601070, 4.900888, 2.220797, 0.156678, 2.217878, 1.942690
96.00, 3.380840, 3.457264, 4.311742, 4.478778, 4.772304, 2.160441, 0.156141, 2.161338, 1.893267
97.00, 3.290628, 3.365095, 4.197863, 4.361018, 4.648348, 2.102490, 0.155612, 2.106775, 1.845568
98.00, 3.203853, 3.276431, 4.088228, 4.247592, 4.528789, 2.046835, 0.155091, 2.054092, 1.799510
99.00, 3.120359, 3.191115, 3.982662, 4.138311, 4.413408, 1.993372, 0.154577, 2.003196, 1.755012
100.00, 3.040000, 3.109000, 3.881000, 4.033000, 4.302000, 1.942000, 0.154069, 1.954000, 1.712000
101.00, 2.962533, 3.029835, 3.782958, 3.931389, 4.194357, 1.892525, 0.153569, 1.907732, 1.671320
102.00, 2.887732, 2.953390, 3.688265, 3.833226, 4.090305, 1.844766, 0.153077, 1.863000, 1.631994
103.00, 2.815488, 2.879554, 3.596784, 3.738372, 3.989705, 1.798654, 0.152594, 1.819737, 1.593964
104.00, 2.745697, 2.808221, 3.508383, 3.646692, 3.892420, 1.754123, 0.152119, 1.777883, 5.815221
105.00, 2.678261, 2.739289, 3.422937, 3.558060, 3.798321, 1.711109, 0.151652, 1.737379, 5.679483
106.00, 2.613083, 2.672662, 3.340327, 3.472354, 3.707284, 1.669550, 0.151192, 1.698168, 5.548155
107.00, 2.550075, 2.608249, 3.260440, 3.389458, 3.619191, 1.629390, 0.150739, 1.660197, 5.421055
108.00, 2.489149, 2.545962, 3.183166, 3.309260, 3.533929, 1.590572, 0.150293, 1.623418, 5.298008
109.00, 2.430224, 2.485715, 3.108404, 3.231656, 3.451390, 1.553043, 0.149854, 1.587781, 5.178850
110.00, 2.373219, 2.427430, 3.036053, 3.156544, 3.371470, 1.516754, 0.149422, 1.553241, 5.063424
111.00, 2.318062, 2.371029, 2.966019, 3.083828, 3.294069, 1.481655, 0.148995, 1.519755, 4.951580
112.00, 2.264678, 2.316440, 2.898213, 3.013414, 3.219093, 1.447699, 0.148575, 1.487281, 4.843177
113.00, 2.213001, 2.263593, 2.832549, 2.945216, 3.146452, 1.414844, 0.148160, 1.455781, 4.738079
114.00, 2.162963, 2.212420, 2.768944, 2.879149, 3.076057, 1.383046, 0.147751, 1.425217, 4.636158
